Data,Arquivo,Publicação,UF,Outras informações,Imagem,Onde está,Destaque,Tipo,Assunto,Complemento,Localização,Interesse,Outras informações
1982.03.22,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4314237.png,"Discos novos, Tributo a Marcus Pereira",,Citação,“Tributo à Marcus Pereira” de várioa artistas,Lançamento de disco tributo à Marcus Pereira do aniversário de 1 ano de falecimento,,,
1982.03.24,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4314624.png,"Oito dias com uma dupla de muito respeito, 2o paragrafo",,Direção,Clementina de Jesus e Nelson Cavaquinho,,,,
1983.11.07,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4212980.png,"Ultima coluna geral, Ana de Hollanda no 150",,Citação,Ana de Hollanda,,,,
1983.11.10,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00310,I0068508-2Alt=002369Lar=001453LargOri=003963AltOri=006460.JPG,"Variedades, item 2",I0068508.png,Show,Ana de Holanda,,,Baixo,
1984.05.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4185893.png,"Shows, centro abaixo",,Show,Show solo,,,,
1984.08.31,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4210955.png,"Teatro Infantil, Pinocchio, corujas e a natureza, 1 e 2a coluna",,Teatro,Oi vento… tudo bem?,,,,
1985.02.21,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4139572.png,"Saíram as indicações para o Mambembe 84, Teatro Infantil",,Citação,Mambembe,Indicação com “Oi vento… tudo bem?”,,,
1985.02.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4142768.png,Saíram os premiados do Troféu Mambembe,,Citação,Mambembe,Ganhadora com “Oi vento… tudo bem?”,,,
1985.05.02,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4280101.png,"Lista do Molière não surpreende, 1o paragrafo",,Citação,Molière,Ganhadora com “Oi vento… tudo bem?”,,,
1985.05.05,Hemeroteca da Biblioteca Nacional,Diário do Pará,PA,Edição 00767,I0007559-2Alt=002054Lar=001453LargOri=003910AltOri=005528.jpg,"Urgentíssimas, 1o item",I0007559.png,Prêmio,Molière 84,"Por “Oi, vento… tudo bem?”",,Baixo,
1985.07.14,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00097,I0099939-2Alt=002898Lar=001884LargOri=004362AltOri=006709.JPG,"A volta dos pioneiros do “Rock-Brasil”, 2a. coluna, último parágrafo.",I0099939.png,Citação,Paulo le Petit,,,Baixo,
1985.07.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4151645.png,"Tavares de Miranda, 1a coluna, 1o paragrafo, Premio Moliere",,Citação,Molière,Ganhadora com “Oi vento… tudo bem?”,,,
1985.09.07,Hemeroteca da Biblioteca Nacional,Diário do Pará,PA,Edição 00873,I0010184-2Alt=002394Lar=001453LargOri=003965AltOri=006534.JPG,"Antenas ligadas, 3a coluna, acima da foto",I0010184.png,Prêmio,Mambembe 84,"Por “Oi, vento… tudo bem?”",,Baixo,
1985.10.09,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00184,I0103599-2Alt=003010Lar=001884LargOri=004214AltOri=006736.JPG,"Zezé e afilhados, coluna da direita.",I0103599.png,Show,Projeto Pixinguinha,Zezé Mota,,Baixo,
1998.12.18,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Guia da Folha,5640978.jpg,"Shows, 3a coluna, Del Lopes",,Citação,Anuncio do show de Deo Lopes,,,,
1999.07.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Folha Vale,558716.png,"Mortes, São Paulo, Irene Portela de Miranda",,Citação,Anúncio de falecimento de Irene,,,,
1999.09.17,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Guia da Folha,5584284.jpg,"Shows, 2a coluna, Homenagem a Irene Portela",,Citação,Show de homenagem,,,,
2000.09.15,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Guia da Folha,5589741.jpg,"Shows, 1a coluna final, Luiz Carlos Bahia e Banda Cajarana",,Citação,Luiz Carlos Bahia e Banda Cajarana,,,,
